# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the OH population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# vi: vibrational level of upper state
# Fi: electronic substate of upper state (1 or 2)
# Ni: rotational level of upper state
# pi: parity of upper state (e or f)
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# Aijc: corrected Einstein-A coefficient in 1/s (see pmd_corrA_Ohbands.dat
#       for branch and band corrections and noll+20 for Lambda doublets)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aijc, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# noll+20: https://doi.org/10.5194/acp-20-5269-2020
# 
      lam             ID  vi  Fi  Ni  pi         Ei        Aij       Aijc   gi        y          I 
 0.780892  OHXX72QR1222f   7   1  22   f  28016.074  6.241e-07  2.979e-07   92   -8.414  6.076e-09 
 0.781001  OHXX94QQ2205f   9   2   5   f  26625.827  1.819e-02  1.054e-02   20   -1.280  5.862e-02 
 0.781006  OHXX94QQ2205e   9   2   5   e  26625.791  1.822e-02  1.054e-02   20   -1.280  5.864e-02 
 0.781010  OHXX72QQ1122e   7   1  22   e  28005.694  5.980e-04  8.193e-06   92   -8.336  1.808e-07 
 0.781058  OHXX94PP2202e   9   2   2   e  26355.501  7.780e-01  7.911e-01    8    0.563  1.111e+01 
 0.781065  OHXX94PP2202f   9   2   2   f  26355.630  7.782e-01  7.911e-01    8    0.562  1.110e+01 
 0.781233  OHXX51RQ2106f   5   2   6   f  16892.334  7.186e-04  4.217e-04   24   -1.658  1.928e-03 
 0.781252  OHXX94SR2117f   9   2  17   f  29778.790  3.093e-04  2.879e-04   68  -14.547  9.425e-09 
 0.781275  OHXX72OP1214e   7   1  14   e  24335.752  3.207e-04  4.170e-04   60   -3.853  5.309e-04 
 0.781295  OHXX51RQ2106e   5   2   6   e  16892.476  7.662e-04  4.217e-04   24   -1.659  1.926e-03 
 0.781434  OHXX83QQ2216e   8   2  16   e  27381.697  1.682e-03  1.855e-04   64   -6.903  1.193e-05 
 0.781455  OHXX94QQ1105f   9   1   5   f  26548.471  6.133e-02  3.800e-02   24   -0.780  4.179e-01 
 0.781491  OHXX40PQ1207f   4   1   7   f  14164.770  3.462e-04  1.886e-04   32   -2.035  7.886e-04 
 0.781535  OHXX40PQ1207e   4   1   7   e  14162.944  3.334e-04  1.441e-04   32   -2.021  6.108e-04 
 0.781545  OHXX94QQ1105e   9   1   5   e  26547.933  6.142e-02  3.308e-02   24   -0.776  3.653e-01 
 0.781556  OHXX40QQ2213e   4   2  13   e  16139.460  3.275e-04  7.091e-05   52   -2.929  1.971e-04 
 0.781568  OHXX83QQ1116f   8   1  16   f  27349.460  2.756e-03  4.329e-04   68   -6.832  3.175e-05 
 0.781592  OHXX40QQ1113f   4   1  13   f  16106.351  5.531e-04  1.599e-04   56   -2.931  4.777e-04 
 0.781696  OHXX83PP2212f   8   2  12   f  25974.738  4.159e-01  5.514e-01   48   -3.988  4.905e-01 
 0.781798  OHXX83PP2212e   8   2  12   e  25976.688  4.157e-01  4.135e-01   48   -4.003  3.624e-01 
 0.781882  OHXX72PP2218f   7   2  18   f  26040.871  1.847e-01  2.690e-01   72   -4.951  1.371e-01 
 0.781898  OHXX51RQ2107f   5   2   7   f  17096.883  5.701e-04  2.975e-04   28   -2.382  7.693e-04 
 0.781975  OHXX51RQ2107e   5   2   7   e  17097.288  6.116e-04  2.975e-04   28   -2.385  7.670e-04 
 0.782011  OHXX51SR2120f   5   2  20   f  22253.841  2.366e-05  2.396e-05   80   -4.043  3.364e-05 
 0.782022  OHXX83QQ2216f   8   2  16   f  27377.891  1.667e-03  1.855e-04   64   -6.874  1.227e-05 
 0.782028  OHXX40QQ2213f   4   2  13   f  16136.079  3.249e-04  7.091e-05   52   -2.904  2.022e-04 
 0.782092  OHXX72PP2218e   7   2  18   e  26046.248  1.846e-01  1.638e-01   72   -4.991  8.015e-02 
 0.782139  OHXX72PP1118e   7   1  18   e  26010.272  1.844e-01  2.679e-01   76   -4.923  1.482e-01 
 0.782145  OHXX83PP1112e   8   1  12   e  25932.689  4.139e-01  5.483e-01   52   -3.936  5.565e-01 
 0.782235  OHXX72QR1222e   7   1  22   e  28005.694  4.823e-07  4.134e-07   92   -8.336  9.123e-09 
 0.782312  OHXX83PP1112f   8   1  12   f  25936.180  4.137e-01  4.112e-01   52   -3.963  4.065e-01 
 0.782358  OHXX94PP1102e   9   1   2   e  26242.149  6.447e-01  6.556e-01   12    1.388  3.152e+01 
 0.782373  OHXX94PP1102f   9   1   2   f  26242.227  6.449e-01  6.556e-01   12    1.387  3.150e+01 
 0.782400  OHXX40QQ1113e   4   1  13   e  16100.528  5.540e-04  8.252e-05   56   -2.887  2.577e-04 
 0.782435  OHXX72PP1118f   7   1  18   f  26018.038  1.842e-01  1.631e-01   76   -4.982  8.508e-02 
 0.782463  OHXX83QQ1116e   8   1  16   e  27343.753  2.763e-03  1.837e-04   68   -6.789  1.407e-05 
 0.782781  OHXX94QR1202e   9   1   2   e  26242.149  3.313e-03  3.213e-03   12    1.388  1.545e-01 
 0.782790  OHXX94QR1202f   9   1   2   f  26242.227  3.277e-03  3.213e-03   12    1.387  1.544e-01 
 0.782838  OHXX51RQ2108f   5   2   8   f  17330.965  4.508e-04  2.092e-04   32   -2.702  4.491e-04 
 0.782930  OHXX51RQ2108e   5   2   8   e  17331.697  4.864e-04  2.092e-04   32   -2.707  4.466e-04 
 0.783038  OHXX94RR2211f   9   2  11   f  27815.801  2.800e-01  2.525e-01   44   -6.138  2.400e-02 
 0.783044  OHXX40PP2208f   4   2   8   f  14463.966  5.525e-02  7.371e-02   32   -2.471  1.992e-01 
 0.783056  OHXX94RR2211e   9   2  11   e  27817.189  2.799e-01  2.525e-01   44   -6.148  2.375e-02 
 0.783087  OHXX94QR1201e   9   1   1   e  26185.791  7.844e-03  7.689e-03    8    1.804  3.735e-01 
 0.783094  OHXX40PP2208e   4   2   8   e  14464.768  5.524e-02  6.352e-02   32   -2.478  1.706e-01 
 0.783094  OHXX94QR1201f   9   1   1   f  26185.811  7.788e-03  7.689e-03    8    1.804  3.734e-01 
 0.783154  OHXX94QR1203e   9   1   3   e  26321.237  1.326e-03  1.275e-03   16    0.810  4.588e-02 
 0.783158  OHXX94QR1203f   9   1   3   f  26321.418  1.312e-03  1.275e-03   16    0.809  4.582e-02 
 0.783229  OHXX94RR1111e   9   1  11   e  27769.585  2.761e-01  2.490e-01   48   -5.938  3.153e-02 
 0.783258  OHXX40OP1204f   4   1   4   f  13591.725  2.593e-04  3.109e-04   20    1.271  2.216e-02 
 0.783290  OHXX94QP2107e   9   2   7   e  26929.608  6.372e-03  6.272e-03   28   -2.863  1.003e-02 
 0.783291  OHXX94RR1111f   9   1  11   f  27772.173  2.760e-01  2.490e-01   48   -5.957  3.092e-02 
 0.783311  OHXX40OP1204e   4   1   4   e  13591.131  2.647e-04  3.140e-04   20    1.275  2.249e-02 
 0.783408  OHXX83QR1216f   8   1  16   f  27349.460  7.240e-06  5.953e-06   68   -6.832  4.366e-07 
 0.783419  OHXX94QP2107f   9   2   7   f  26929.334  6.156e-03  7.029e-03   28   -2.861  1.126e-02 
 0.783488  OHXX40RQ2121f   4   2  21   f  20222.429  1.904e-06  1.634e-07   84   -3.817  3.020e-07 
 0.783554  OHXX40PP1108e   4   1   8   e  14413.178  5.460e-02  7.281e-02   36   -2.429  2.310e-01 
 0.783563  OHXX40SR2129e   4   2  29   e  25739.090  5.341e-07  3.454e-07  116   -5.169  2.279e-07 
 0.783569  OHXX51QP2101f   5   2   1   f  16330.647  6.218e-03  6.799e-03    4    2.123  2.273e-01 
 0.783573  OHXX51QP2101e   5   2   1   e  16330.527  6.295e-03  6.799e-03    4    2.124  2.275e-01 
 0.783584  OHXX40QR1213f   4   1  13   f  16106.351  1.720e-07  1.640e-07   56   -2.931  4.901e-07 
 0.783635  OHXX94QQ2206e   9   2   6   e  26765.635  1.401e-02  7.139e-03   24   -2.094  2.111e-02 
 0.783641  OHXX40PP1108f   4   1   8   f  14415.544  5.458e-02  6.274e-02   36   -2.447  1.955e-01 
 0.783652  OHXX94QQ2206f   9   2   6   f  26765.540  1.398e-02  7.139e-03   24   -2.093  2.113e-02 
 0.783757  OHXX72PQ1218e   7   1  18   e  26010.272  2.534e-04  8.121e-06   76   -4.923  4.492e-06 
 0.783821  OHXX72PQ1218f   7   1  18   f  26018.038  2.638e-04  2.181e-05   76   -4.982  1.137e-05 
 0.783855  OHXX40RQ2121e   4   2  21   e  20231.747  2.526e-06  1.634e-07   84   -3.887  2.814e-07 
 0.784074  OHXX51RQ2109f   5   2   9   f  17594.101  3.562e-04  1.470e-04   36   -2.828  3.130e-04 
 0.784075  OHXX94QQ1106f   9   1   6   f  26696.334  4.320e-02  2.431e-02   28   -1.707  1.234e-01 
 0.784116  OHXX83QR1216e   8   1  16   e  27343.753  8.139e-06  6.719e-06   68   -6.789  5.145e-07 
 0.784136  OHXX94RQ2112f   9   2  12   f  28092.685  4.219e-04  1.062e-04   48   -7.324  3.364e-06 
 0.784156  OHXX94QR1204f   9   1   4   f  26423.486  4.551e-04  4.369e-04   20    0.078  9.446e-03 
 0.784166  OHXX94QR1204e   9   1   4   e  26423.151  4.566e-04  4.369e-04   20    0.080  9.470e-03 
 0.784182  OHXX51RQ2109e   5   2   9   e  17595.216  3.865e-04  1.470e-04   36   -2.836  3.104e-04 
 0.784206  OHXX94QQ1106e   9   1   6   e  26695.547  4.328e-02  1.982e-02   28   -1.701  1.013e-01 
 0.784208  OHXX40QR1213e   4   1  13   e  16100.528  1.608e-07  1.669e-07   56   -2.887  5.213e-07 
 0.784274  OHXX83PQ1212e   8   1  12   e  25932.689  1.160e-03  1.666e-04   52   -3.936  1.691e-04 
 0.784282  OHXX83PQ1212f   8   1  12   f  25936.180  1.207e-03  3.024e-04   52   -3.963  2.989e-04 
 0.784293  OHXX94RQ2112e   9   2  12   e  28094.432  4.681e-04  1.062e-04   48   -7.337  3.320e-06 
 0.784341  OHXX94PP2203e   9   2   3   e  26420.299  7.701e-01  7.900e-01   12    0.101  1.048e+01 
 0.784343  OHXX94PP2203f   9   2   3   f  26420.445  7.704e-01  7.900e-01   12    0.099  1.047e+01 
 0.784346  OHXX40QP2114e   4   2  14   e  16560.187  6.845e-05  7.386e-05   56   -3.028  2.003e-04 
 0.784408  OHXX51SR2121e   5   2  21   e  22830.349  1.986e-05  1.583e-05   84   -4.255  1.887e-05 
 0.784664  OHXX61PP2223f   6   2  23   f  26386.403  6.241e-02  1.337e-01   92   -5.160  7.064e-02 
 0.784832  OHXX61PP1123e   6   1  23   e  26360.743  6.235e-02  1.331e-01   96   -5.134  7.534e-02 
 0.784972  OHXX61PP2223e   6   2  23   e  26395.730  6.234e-02  6.844e-02   92   -5.230  3.369e-02 
 0.785013  OHXX40RR2221f   4   2  21   f  20222.429  3.217e-03  3.359e-03   84   -3.817  6.210e-03 
 0.785079  OHXX40RR1121e   4   1  21   e  20196.570  3.192e-03  3.326e-03   88   -3.798  6.561e-03 
 0.785111  OHXX40RR2221e   4   2  21   e  20231.747  3.214e-03  2.505e-03   84   -3.887  4.315e-03 
 0.785112  OHXX40QP2114f   4   2  14   f  16556.156  6.776e-05  1.056e-04   56   -2.997  2.952e-04 
 0.785128  OHXX51RR1106f   5   1   6   f  16829.994  1.220e-01  1.250e-01   28   -1.334  9.219e-01 
 0.785133  OHXX51RR1106e   5   1   6   e  16828.750  1.221e-01  1.250e-01   28   -1.325  9.306e-01 
 0.785185  OHXX51RR1105f   5   1   5   f  16647.233  1.256e-01  1.296e-01   24   -0.178  2.603e+00 
 0.785192  OHXX51RR1105e   5   1   5   e  16646.372  1.256e-01  1.296e-01   24   -0.172  2.620e+00 
 0.785226  OHXX40RR1121f   4   1  21   f  20209.480  3.188e-03  2.480e-03   88   -3.895  4.438e-03 
 0.785245  OHXX61PP1123f   6   1  23   f  26373.162  6.226e-02  6.811e-02   96   -5.227  3.510e-02 
 0.785264  OHXX51RR2206e   5   2   6   e  16892.476  1.258e-01  1.289e-01   24   -1.659  5.887e-01 
 0.785273  OHXX51RR2206f   5   2   6   f  16892.334  1.259e-01  1.289e-01   24   -1.658  5.893e-01 
 0.785408  OHXX61OP1219f   6   1  19   f  24176.309  5.932e-05  6.611e-05   80   -4.257  7.493e-05 
 0.785412  OHXX51RR1107f   5   1   7   f  17041.328  1.166e-01  1.186e-01   32   -2.242  4.030e-01 
 0.785414  OHXX51RR1107e   5   1   7   e  17039.638  1.167e-01  1.186e-01   32   -2.230  4.081e-01 
 0.785443  OHXX51RR2205e   5   2   5   e  16717.756  1.311e-01  1.353e-01   20   -0.651  1.412e+00 
 0.785451  OHXX51RR2205f   5   2   5   f  16717.811  1.312e-01  1.353e-01   20   -0.651  1.411e+00 
 0.785466  OHXX51RR2207e   5   2   7   e  17097.288  1.194e-01  1.214e-01   28   -2.385  3.129e-01 
 0.785475  OHXX51RR2207f   5   2   7   f  17096.883  1.194e-01  1.214e-01   28   -2.382  3.138e-01 
 0.785527  OHXX51QP2102f   5   2   2   f  16379.694  4.021e-03  4.449e-03    8    1.758  2.064e-01 
 0.785528  OHXX51QP2102e   5   2   2   e  16379.489  4.105e-03  4.449e-03    8    1.759  2.067e-01 
 0.785539  OHXX94PP1103e   9   1   3   e  26321.237  6.991e-01  7.170e-01   16    0.810  2.580e+01 
 0.785565  OHXX94PP1103f   9   1   3   f  26321.418  6.992e-01  7.170e-01   16    0.809  2.576e+01 
 0.785572  OHXX51RR1104f   5   1   4   f  16493.097  1.257e-01  1.307e-01   20    0.921  6.569e+00 
 0.785580  OHXX51RR1104e   5   1   4   e  16492.552  1.258e-01  1.307e-01   20    0.925  6.596e+00 
 0.785626  OHXX51RQ2110f   5   2  10   f  17885.806  2.815e-04  1.033e-04   40   -2.912  2.246e-04 
 0.785751  OHXX94QR1205f   9   1   5   f  26548.471  1.201e-04  1.131e-04   24   -0.780  1.244e-03 
 0.785752  OHXX51RQ2110e   5   2  10   e  17887.359  3.071e-04  1.033e-04   40   -2.924  2.219e-04 
 0.785763  OHXX51SR2121f   5   2  21   f  22821.713  2.087e-05  2.123e-05   84   -4.190  2.702e-05 
 0.785781  OHXX94QR1205e   9   1   5   e  26547.933  1.179e-04  1.131e-04   24   -0.776  1.249e-03 
 0.785981  OHXX40SR2129f   4   2  29   f  25723.678  6.156e-07  6.102e-07  116   -5.053  4.524e-07 
 0.786013  OHXX51RR2204e   5   2   4   e  16573.649  1.342e-01  1.396e-01   16    0.339  3.134e+00 
 0.786018  OHXX51RR2204f   5   2   4   f  16573.828  1.343e-01  1.396e-01   16    0.337  3.130e+00 
 0.786042  OHXX51RR1108e   5   1   8   e  17278.897  1.103e-01  1.113e-01   36   -2.653  2.821e-01 
 0.786042  OHXX51RR2208e   5   2   8   e  17331.697  1.123e-01  1.133e-01   32   -2.707  2.419e-01 
 0.786044  OHXX51RR1108f   5   1   8   f  17281.090  1.103e-01  1.113e-01   36   -2.670  2.774e-01 
 0.786050  OHXX51RR2208f   5   2   8   f  17330.965  1.123e-01  1.133e-01   32   -2.702  2.432e-01 
 0.786124  OHXX40PQ1208f   4   1   8   f  14415.544  2.939e-04  1.438e-04   36   -2.447  4.481e-04 
 0.786170  OHXX40PQ1208e   4   1   8   e  14413.178  2.828e-04  1.029e-04   36   -2.429  3.265e-04 
 0.786247  OHXX61PQ1223e   6   1  23   e  26360.743  5.448e-05  5.595e-07   96   -5.134  3.168e-07 
 0.786249  OHXX94PQ1201f   9   1   1   f  26185.811  1.095e-02  1.044e-02    8    1.804  5.068e-01 
 0.786251  OHXX40QQ2214e   4   2  14   e  16560.187  2.941e-04  5.562e-05   56   -3.028  1.508e-04 
 0.786263  OHXX94PQ1201e   9   1   1   e  26185.791  1.078e-02  1.044e-02    8    1.804  5.069e-01 
 0.786264  OHXX40QQ1114f   4   1  14   f  16529.078  4.780e-04  1.235e-04   60   -3.030  3.580e-04 
 0.786278  OHXX51RR1103f   5   1   3   f  16367.533  1.187e-01  1.244e-01   16    1.848  1.264e+01 
 0.786285  OHXX51RR1103e   5   1   3   e  16367.232  1.188e-01  1.244e-01   16    1.851  1.267e+01 
 0.786365  OHXX61PQ1223f   6   1  23   f  26373.162  5.679e-05  2.083e-06   96   -5.227  1.073e-06 
 0.786392  OHXX83OP1209f   8   1   9   f  25108.006  1.550e-03  1.591e-03   40   -3.001  3.165e-03 
 0.786614  OHXX94RR2212f   9   2  12   f  28092.685  2.556e-01  2.285e-01   48   -7.324  7.236e-03 
 0.786642  OHXX94RR2212e   9   2  12   e  28094.432  2.555e-01  2.285e-01   48   -7.337  7.141e-03 
 0.786664  OHXX83OP1209e   8   1   9   e  25105.963  1.577e-03  1.911e-03   40   -2.985  3.862e-03 
 0.786687  OHXX61OP1219e   6   1  19   e  24166.919  5.844e-05  1.124e-04   80   -4.186  1.368e-04 
 0.786734  OHXX94QQ2207e   9   2   7   e  26929.608  1.128e-02  5.063e-03   28   -2.863  8.094e-03 
 0.786779  OHXX94QQ2207f   9   2   7   f  26929.334  1.125e-02  5.063e-03   28   -2.861  8.110e-03 
 0.786811  OHXX94RR1112e   9   1  12   e  28049.322  2.524e-01  2.257e-01   52   -7.136  9.341e-03 
 0.786820  OHXX40QQ2214f   4   2  14   f  16556.156  2.916e-04  5.562e-05   56   -2.997  1.555e-04 
 0.786877  OHXX50OP1223f   5   1  23   f  24007.786  6.177e-06  6.927e-06   96   -4.584  6.788e-06 
 0.786890  OHXX94RR1112f   9   1  12   f  28052.350  2.523e-01  2.257e-01   52   -7.159  9.129e-03 
 0.786989  OHXX51RR2203e   5   2   3   e  16460.705  1.325e-01  1.388e-01   12    1.159  5.306e+00 
 0.786990  OHXX51RR2203f   5   2   3   f  16460.934  1.325e-01  1.388e-01   12    1.157  5.297e+00 
 0.786991  OHXX51RR2209e   5   2   9   e  17595.216  1.048e-01  1.050e-01   36   -2.836  2.217e-01 
 0.786997  OHXX51RR2209f   5   2   9   f  17594.100  1.049e-01  1.050e-01   36   -2.828  2.236e-01 
 0.787023  OHXX51RR1109e   5   1   9   e  17546.308  1.033e-01  1.034e-01   40   -2.805  2.504e-01 
 0.787029  OHXX83QP2117e   8   2  17   e  27784.852  8.370e-04  7.813e-04   68   -7.853  2.064e-05 
 0.787031  OHXX51RR1109f   5   1   9   f  17549.056  1.033e-01  1.034e-01   40   -2.826  2.452e-01 
 0.787150  OHXX94QP2108e   9   2   8   e  27117.241  5.550e-03  5.408e-03   32   -3.506  5.193e-03 
 0.787153  OHXX94QQ1107f   9   1   7   f  26866.960  3.187e-02  1.627e-02   32   -2.595  3.884e-02 
 0.787196  OHXX40QQ1114e   4   1  14   e  16522.442  4.787e-04  5.974e-05   60   -2.980  1.820e-04 
 0.787287  OHXX51RR1102f   5   1   2   f  16270.373  9.331e-02  9.850e-02   12    2.574  1.550e+01 
 0.787292  OHXX51RR1102e   5   1   2   e  16270.241  9.332e-02  9.850e-02   12    2.575  1.552e+01 
 0.787327  OHXX94QP2108f   9   2   8   f  27116.744  5.361e-03  6.276e-03   32   -3.503  6.049e-03 
 0.787333  OHXX94QQ1107e   9   1   7   e  26865.881  3.193e-02  1.243e-02   32   -2.587  2.991e-02 
 0.787510  OHXX51RQ2111f   5   2  11   f  18205.589  2.223e-04  7.254e-05   44   -2.996  1.596e-04 
 0.787551  OHXX51QP2103e   5   2   3   e  16460.705  3.133e-03  3.413e-03   12    1.159  1.305e-01 
 0.787562  OHXX51QP2103f   5   2   3   f  16460.934  3.054e-03  3.413e-03   12    1.157  1.302e-01 
 0.787653  OHXX51RQ2111e   5   2  11   e  18207.627  2.441e-04  7.254e-05   44   -3.011  1.572e-04 
 0.787731  OHXX72QP2123e   7   2  23   e  28583.302  1.961e-04  1.637e-04   92   -9.743  8.838e-07 
 0.787909  OHXX83QP2117f   8   2  17   f  27780.543  8.082e-04  1.239e-03   68   -7.821  3.382e-05 
 0.787914  OHXX94QR1206f   9   1   6   f  26696.334  1.523e-05  1.362e-05   28   -1.707  6.915e-05 
 0.787974  OHXX94QR1206e   9   1   6   e  26695.547  1.368e-05  1.362e-05   28   -1.701  6.956e-05 
 0.788030  OHXX94PQ1202f   9   1   2   f  26242.227  1.101e-02  9.220e-03   12    1.387  4.431e-01 
 0.788050  OHXX94PQ1202e   9   1   2   e  26242.149  1.078e-02  9.220e-03   12    1.388  4.433e-01 
 0.788093  OHXX94PP2204f   9   2   4   f  26510.648  7.767e-01  8.033e-01   16   -0.526  7.595e+00 
 0.788097  OHXX94PP2204e   9   2   4   e  26510.532  7.764e-01  8.033e-01   16   -0.525  7.602e+00 
 0.788179  OHXX40QR1214f   4   1  14   f  16529.078  1.111e-07  1.015e-07   60   -3.030  2.941e-07 
 0.788313  OHXX51RR2210e   5   2  10   e  17887.359  9.720e-02  9.660e-02   40   -2.924  2.076e-01 
 0.788315  OHXX51RR2210f   5   2  10   f  17885.806  9.723e-02  9.660e-02   40   -2.912  2.101e-01 
 0.788321  OHXX40PP2209f   4   2   9   f  14739.528  5.634e-02  7.714e-02   36   -2.584  2.096e-01 
 0.788365  OHXX51RR1110e   5   1  10   e  17841.583  9.605e-02  9.542e-02   44   -2.893  2.326e-01 
 0.788369  OHXX94RQ2113f   9   2  13   f  28390.555  3.319e-04  7.392e-05   52   -8.600  7.079e-07 
 0.788380  OHXX51RR1110f   5   1  10   f  17844.935  9.601e-02  9.542e-02   44   -2.919  2.267e-01 
 0.788383  OHXX40PP2209e   4   2   9   e  14740.742  5.632e-02  6.420e-02   36   -2.593  1.728e-01 
 0.788383  OHXX51RR2202f   5   2   2   f  16379.694  1.164e-01  1.228e-01    8    1.758  5.698e+00 
 0.788387  OHXX51RR2202e   5   2   2   e  16379.489  1.163e-01  1.228e-01    8    1.759  5.707e+00 
 0.788485  OHXX51SR2122e   5   2  22   e  23419.846  1.732e-05  1.345e-05   88   -4.413  1.434e-05 
 0.788551  OHXX94RQ2113e   9   2  13   e  28392.684  3.710e-04  7.392e-05   52   -8.616  6.966e-07 
 0.788729  OHXX50OP1223e   5   1  23   e  23994.200  5.993e-06  1.353e-05   96   -4.482  1.470e-05 
 0.788775  OHXX40PP1109e   4   1   9   e  14692.933  5.583e-02  7.639e-02   40   -2.564  2.353e-01 
 0.788821  OHXX83QQ2217e   8   2  17   e  27784.852  1.555e-03  1.483e-04   68   -7.853  3.918e-06 
 0.788877  OHXX40PP1109f   4   1   9   f  14695.895  5.581e-02  6.358e-02   40   -2.586  1.915e-01 
 0.788913  OHXX40QR1214e   4   1  14   e  16522.442  1.007e-07  1.069e-07   60   -2.980  3.258e-07 
 0.788939  OHXX83QQ1117f   8   1  17   f  27754.099  2.468e-03  3.425e-04   72   -7.786  1.024e-05 
 0.788960  OHXX40OP1205f   4   1   5   f  13752.767  2.187e-04  2.599e-04   24    0.117  7.011e-03 
 0.789059  OHXX40OP1205e   4   1   5   e  13751.832  2.226e-04  2.718e-04   24    0.124  7.382e-03 
 0.789152  OHXX83PP2213f   8   2  13   f  26293.076  4.229e-01  5.756e-01   52   -4.343  3.891e-01 
 0.789168  OHXX40RQ2122f   4   2  22   f  20841.334  1.225e-06  9.478e-08   88   -3.955  1.598e-07 
 0.789184  OHXX94PP1104e   9   1   4   e  26423.151  7.339e-01  7.630e-01   20    0.080  1.654e+01 
 0.789196  OHXX72QQ1123f   7   1  23   f  28559.742  5.532e-04  2.294e-05   96   -9.695  1.355e-07 
 0.789207  OHXX72QQ2223e   7   2  23   e  28583.302  4.130e-04  1.052e-05   92   -9.743  5.677e-08 
 0.789221  OHXX94PP1104f   9   1   4   f  26423.486  7.340e-01  7.555e-01   20    0.078  1.633e+01 
 0.789272  OHXX83PP2213e   8   2  13   e  26295.458  4.227e-01  4.170e-01   52   -4.361  2.768e-01 
 0.789299  OHXX72QP2123f   7   2  23   f  28575.012  1.893e-04  3.199e-04   92   -9.681  1.839e-06 
 0.789490  OHXX40QP2115e   4   2  15   e  17008.183  6.040e-05  6.449e-05   60   -3.133  1.687e-04 
 0.789502  OHXX83QQ2217f   8   2  17   f  27780.543  1.540e-03  1.483e-04   68   -7.821  4.048e-06 
 0.789567  OHXX40RQ2122e   4   2  22   e  20851.456  1.717e-06  9.478e-08   88   -4.032  1.480e-07 
 0.789571  OHXX83PP1113e   8   1  13   e  26253.427  4.212e-01  5.727e-01   56   -4.293  4.381e-01 
 0.789701  OHXX51QP2104e   5   2   4   e  16573.649  2.448e-03  2.685e-03   16    0.339  6.027e-02 
 0.789737  OHXX51QP2104f   5   2   4   f  16573.828  2.382e-03  2.685e-03   16    0.337  6.019e-02 
 0.789738  OHXX51RQ2112f   5   2  12   f  18552.936  1.755e-04  5.094e-05   48   -3.086  1.118e-04 
 0.789762  OHXX83PP1113f   8   1  13   f  26257.450  4.209e-01  4.148e-01   56   -4.324  3.078e-01 
 0.789901  OHXX51RQ2112e   5   2  12   e  18555.504  1.939e-04  5.094e-05   48   -3.105  1.096e-04 
 0.789946  OHXX83QQ1117e   8   1  17   e  27747.818  2.474e-03  1.361e-04   72   -7.739  4.270e-06 
 0.789972  OHXX51SR2122f   5   2  22   f  23410.470  1.828e-05  1.867e-05   88   -4.343  2.137e-05 
 0.790008  OHXX51RR2211f   5   2  11   f  18205.589  8.956e-02  8.831e-02   44   -2.996  1.943e-01 
 0.790010  OHXX51RR2211e   5   2  11   e  18207.627  8.953e-02  8.831e-02   44   -3.011  1.913e-01 
 0.790074  OHXX51RR1111e   5   1  11   e  18164.375  8.862e-02  8.737e-02   48   -2.978  2.135e-01 
 0.790096  OHXX51RR1111f   5   1  11   f  18168.374  8.858e-02  8.737e-02   48   -3.008  2.071e-01 
 0.790309  OHXX94QQ2208e   9   2   8   e  27117.241  9.374e-03  3.706e-03   32   -3.506  3.559e-03 
 0.790376  OHXX40QP2115f   4   2  15   f  17003.467  5.985e-05  9.543e-05   60   -3.097  2.587e-04 
 0.790390  OHXX94QQ2208f   9   2   8   f  27116.744  9.342e-03  3.706e-03   32   -3.503  3.572e-03 
 0.790418  OHXX72OP1215f   7   1  15   f  24727.587  2.899e-04  2.626e-04   64   -4.143  2.667e-04 
 0.790472  OHXX94PQ1203f   9   1   3   f  26321.418  9.822e-03  7.259e-03   16    0.809  2.608e-01 
 0.790495  OHXX94PQ1203e   9   1   3   e  26321.237  9.570e-03  7.201e-03   16    0.810  2.591e-01 
 0.790507  OHXX72QQ2223f   7   2  23   f  28575.012  4.072e-04  1.052e-05   92   -9.681  6.045e-08 
 0.790631  OHXX94QR1207f   9   1   7   f  26866.960  6.173e-07  8.121e-07   32   -2.595  1.939e-06 
 0.790675  OHXX40RR2222f   4   2  22   f  20841.334  2.477e-03  2.595e-03   88   -3.955  4.375e-03 
 0.790677  OHXX72QR1223f   7   1  23   f  28559.742  1.034e-06  4.897e-07   96   -9.695  2.894e-09 
 0.790703  OHXX94QQ1108f   9   1   8   f  27060.154  2.438e-02  1.128e-02   36   -3.335  1.446e-02 
 0.790718  OHXX94RR2213f   9   2  13   f  28390.555  2.313e-01  2.068e-01   52   -8.600  1.980e-03 
 0.790726  OHXX94QR1207e   9   1   7   e  26865.881  1.122e-06  8.121e-07   32   -2.587  1.955e-06 
 0.790739  OHXX83QR1217f   8   1  17   f  27754.099  5.771e-06  4.636e-06   72   -7.786  1.387e-07 
